race,sex,first_arrest_date,second_arrest_date,first_charge,second_charge,first_age,second_age,first_city,second_city,first_arrest_time,second_arrest_time,days_between_arrests
B,M,2023-11-03,2024-05-17,SIMPLE POSS MARIJUANA 1ST,OPEN LIQUOR CONTAINER IN VEH,27,28,CHARLESTON,CHARLESTON,2222,1,196
B,F,2023-06-02,2023-12-08,ASSAULT BY MOB 3RD DEGREE,SHOPLIFTING,12,12,CHARLESTON,CHARLESTON,1700,1352,189
B,M,2021-03-09,2021-07-16,BREAKING INTO MOTOR VEHICLE,ASSAULT BY MOB 3RD DEGREE,13,13,CHARLESTON,RIDGEVILLE,1519,1218,129
W,M,2019-06-07,2019-08-14,PUBLIC INTOXICATION,ASSAULT & BATTERY 3RD DEGREE,60,60,CHARLESTON,CHARLESTON,2309,1755,68
W,M,2019-05-24,2019-10-07,OPEN CONTAINER ALCOHOL,DV 2ND,19,20,CHARLESTON,CHARLESTON,2032,2308,136
B,M,2019-12-12,2022-01-29,ASSAULT & BATTERY 3RD DEGREE,UNLAWFUL CARRYING OF HANDGUN,13,15,CHARLESTON,CHARLESTON COUNTY,1310,58,779
B,M,2023-09-14,2024-05-24,SIMPLE ASSAULT,PETIT LARCENY,16,17,CHARLESTON,CHARLESTON,1749,1635,253
B,M,2019-06-03,2019-06-05,BURGLARY 2ND DEGREE,UNLAWFUL CARRYING OF HANDGUN,15,15,N CHARLESTON,N CHARLESTON,1100,900,2
W,M,2019-06-03,2023-01-09,GRAND LARCENY,PROPERTY CRIME ENHANCEMENT,34,38,CHARLESTON,CHARLESTON,1714,2251,1316
B,M,2019-06-13,2019-11-19,PROPERTY CRIME ENHANCEMENT,FORGERY,28,28,CHARLESTON,CHARLESTON COUNTY,1247,629,159
B,M,2019-06-05,2022-12-18,ASSAULT & BATTERY 3RD DEGREE,DUI 1ST,46,49,CHARLESTON,CHARLESTON,204,106,1292
B,M,2019-06-07,2020-06-10,DISORDERLY CONDUCT,ASSAULT & BATTERY 2ND DEGREE,29,30,CHARLESTON,LADSON,33,1446,369
B,M,2019-07-01,2019-10-31,SHOPLIFTING,OUT OF AGENCY WARRANT,33,34,CHARLESTON,CHARLESTON,2045,1350,122
B,M,2019-06-14,2020-06-28,ASSAULT & BATTERY 1ST DEGREE,MURDER/NONNEGLIGENT MANSLAUGHTER,40,41,CHARLESTON,CHARLESTON,1244,1341,380
B,F,2019-05-01,2019-06-07,SHOPLIFTING,SHOPLIFTING,13,13,CHARLESTON,CHARLESTON,849,1626,37
B,M,2021-03-01,2023-10-24,ATTEMPTED MURDER,ATTEMPTED MURDER,19,22,CHARLESTON,CHARLESTON,919,1327,967
B,M,2019-06-17,2019-07-16,BURGLARY 2ND DEGREE,GRAND LARCENY,13,13,CHARLESTON,CHARLESTON,2109,2318,29
B,M,2019-06-18,2020-05-12,SIMPLE POSS MARIJUANA 1ST,POSS COCAINE BASE,39,40,CHARLESTON,CHARLESTON,2202,236,329
B,M,2019-06-20,2022-04-17,POSS DRUG PARAPHERNALIA,THROWING OF BODILY FLUIDS BY PRISONER,20,23,CHARLESTON,CHARLESTON,1827,1433,1032
B,F,2019-06-21,2020-03-21,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,32,32,CHARLESTON,CHARLESTON,1416,2335,274
W,F,2024-01-13,2024-01-13,BURGLARY 2ND DEGREE,BURGLARY 2ND DEGREE,16,16,CHARLESTON,CHARLESTON,2000,2000,0
B,M,2019-06-23,2024-01-07,DV 3RD,DVHAN,38,43,CHARLESTON,CHARLESTON,6,427,1659
B,M,2020-09-10,2023-11-10,OUT OF AGENCY WARRANT,TRAFFICKING COCAINE BASE 10-28G,16,19,CHARLESTON,CHARLESTON,453,2203,1156
B,M,2022-01-19,2022-07-17,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,23,23,CHARLESTON,CHARLESTON,2224,2358,179
B,M,2023-09-25,2024-03-10,GIVING FALSE INFORMATION,PROPERTY CRIME ENHANCEMENT,67,67,CHARLESTON,CHARLESTON,2138,1038,167
W,F,2019-07-04,2019-08-24,SHOPLIFTING,SHOPLIFTING,55,55,CHARLESTON,CHARLESTON,1540,2301,51
B,F,2019-07-05,2022-06-19,DUI 1ST,DUI 1ST,42,45,CHARLESTON,CHARLESTON,426,942,1080
W,M,2019-12-30,2020-01-21,PUBLIC DISORDERLY CONDUCT,OPEN CONTAINER ALCOHOL,47,47,CHARLESTON,CHARLESTON,1209,2223,22
B,M,2019-07-07,2020-07-26,RESISTING ARREST,UNLAWFUL CARRYING OF HANDGUN,21,22,CHARLESTON,CHARLESTON,2328,42,385
B,F,2020-08-13,2020-12-08,ASSAULT & BATTERY 1ST DEGREE,SIMPLE ASSAULT,14,15,CHARLESTON,CHARLESTON,251,900,117
W,M,2019-07-09,2023-03-02,DUI 1ST,ABHAN,64,67,CHARLESTON,CHARLESTON,2027,1530,1332
W,M,2019-07-11,2019-10-18,MINOR IN POSSESSION OF BEER/WINE,FAKE ID / ALTERED DRIVING LICENSE,18,18,CHARLESTON,CHARLESTON,2352,154,99
B,M,2021-10-31,2022-03-17,TRAFFICKING COCAINE BASE 10-28G,DISTRIBUTION OF COCAINE BASE,34,34,CHARLESTON,NORTH CHARLESTON,2336,1345,137
B,F,2022-11-30,2024-11-02,PROPERTY CRIME ENHANCEMENT,DUS 2ND,65,67,CHARLESTON,CHARLESTON,1616,136,703
W,F,2019-07-19,2022-04-13,DUI 1ST,DUI 1ST,39,41,CHARLESTON,CHARLESTON,1401,1632,999
W,F,2024-04-14,2024-08-25,ASSAULT & BATTERY 3RD DEGREE,SALE OF BEER/ WINE TO PERSON <21,27,28,CHARLESTON,CHARLESTON,209,1851,133
B,M,2019-07-30,2019-07-30,GRAND LARCENY,BREAKING INTO MOTOR VEHICLE,15,15,N CHARLESTON,NORTH CHARLESTON,1356,1610,0
W,M,2019-07-24,2024-04-04,RECKLESS DRIVING,DUS 1ST,40,45,CHARLESTON,CHARLESTON,1214,2044,1716
W,M,2019-09-18,2021-01-29,POSS STOLEN VEHICLE,ABHAN,53,24,CHARLESTON,CHARLESTON,902,905,499
B,M,2020-11-20,2021-05-10,BREAKING INTO MOTOR VEHICLE,ASSAULT & BATTERY 3RD DEGREE,16,17,CHARLESTON,CHARLESTON,1309,1400,171
B,M,2019-08-01,2020-08-12,OUT OF AGENCY WARRANT,PWID MDMA/ECSTACY,29,30,CHARLESTON,CHARLESTON,919,17,377
W,M,2020-05-28,2020-06-18,DAMAGE TO PERSONAL PROPERTY,"INTIMIDATION OF OFFICIALS, JURORS, OR WITNESS",36,37,NORTH CHARLESTON,CHARLESTON COUNTY,901,851,21
W,M,2019-07-26,2022-09-05,DUI 1ST,OPEN CONTAINER ALCOHOL,57,60,CHARLESTON,CHARLESTON,1450,1134,1137
B,M,2019-07-26,2020-04-29,SIMPLE POSS MARIJUANA 1ST,POSS COCAINE,38,39,CHARLESTON,CHARLESTON,2030,1501,278
W,M,2019-08-15,2023-12-30,PUBLIC INTOXICATION,OUT OF AGENCY WARRANT,51,55,CHARLESTON,CHARLESTON,514,1941,1598
B,F,2019-07-31,2023-01-18,PROSTITUTION,SHOPLIFTING,23,26,CHARLESTON,CHARLESTON,1925,1638,1267
W,F,2019-08-01,2022-07-20,PROSTITUTION,TRESPASSING,26,29,CHARLESTON,CHARLESTON,208,521,1084
W,F,2019-07-12,2019-08-01,POSS COCAINE,PROSTITUTION,33,33,CHARLESTON,CHARLESTON,617,219,20
W,F,2019-08-01,2020-11-20,OUT OF AGENCY WARRANT,POSS COCAINE BASE,42,44,CHARLESTON,CHARLESTON,358,1808,477
B,M,2019-08-23,2024-05-04,PROPERTY CRIME ENHANCEMENT,"PWID/MANUF/DISTR/PURCH METHAMPHETAMINE, F",41,46,N CHARLESTON,CHARLESTON,900,802,1716
B,M,2020-03-05,2021-08-24,OBTAINING PROPERTY UNDER FALSE TOKENS OR LETTERS,OBTAINING PROPERTY UNDER FALSE TOKENS OR LETTERS,19,20,NORTH CHARLESTON,CHARLESTON,803,900,537
B,M,2020-09-24,2022-07-16,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,47,49,CHARLESTON,CHARLESTON COUNTY,453,437,660
B,M,2019-10-07,2024-02-19,TRESPASSING,DAMAGE TO REAL PROPERTY,51,55,CHARLESTON,CHARLESTON,2204,417,1596
B,M,2019-08-07,2019-08-08,PROPERTY CRIME ENHANCEMENT,STRONG ARM ROBBERY,46,46,CHARLESTON,CHARLESTON,1013,1229,1
W,M,2019-08-24,2020-03-10,SHOPLIFTING,PUBLIC INTOXICATION,27,28,CHARLESTON,CHARLESTON,2310,2200,199
W,M,2019-08-08,2019-08-15,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,26,26,CHARLESTON,CHARLESTON COUNTY,15,2353,7
B,M,2024-07-18,2024-12-13,SIMPLE ASSAULT,BURGLARY 2ND DEGREE,13,13,NORTH CHARLESTON,CHARLESTON,1011,1631,148
B,M,2021-07-16,2022-03-23,DISORDERLY CONDUCT,UNLAWFUL CARRYING OF HANDGUN,13,13,CHARLESTON,CHARLESTON,1222,1820,250
B,F,2019-09-18,2019-10-17,BURGLARY 2ND DEGREE,SHOPLIFTING,15,15,CHARLESTON,CHARLESTON,1400,1800,29
B,F,2023-01-31,2024-09-21,DAMAGE TO PERSONAL PROPERTY,PWID/MANUF MARIJUANA,21,22,NORTH CHARLESTON,CHARLESTON,922,241,599
B,M,2021-05-16,2021-10-22,"SIMPLE POSS MARIJUANA 1ST, M",SIMPLE POSS MARIJUANA 1ST,19,19,CHARLESTON,CHARLESTON,359,53,159
B,M,2019-08-11,2020-10-03,SIMPLE POSS MARIJUANA 1ST,DUI 1ST,39,40,CHARLESTON,CHARLESTON,150,211,419
B,M,2019-12-12,2021-04-28,TRAFFICKING HEROIN 28G +,PWID/MANUF/DISTR/PURCH COCAINE BASE,30,31,NORTH CHARLESTON,CHARLESTON,1305,2011,503
B,M,2020-09-30,2023-07-01,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,29,32,CHARLESTON,CHARLESTON,2253,2206,1004
B,M,2019-08-13,2019-12-02,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,40,40,CHARLESTON,CHARLESTON,1504,2342,111
W,M,2019-08-13,2019-08-14,OUT OF AGENCY WARRANT,CRIMES AGAINST FED CHARTERED OR INSURED FINANCIAL INS,29,29,CHARLESTON,N CHARLESTON,1750,1330,1
W,M,2019-09-09,2024-04-09,DV 2ND,DUI 1ST,35,40,CHARLESTON,JOHNS ISLAND,552,246,1674
W,M,2019-08-14,2023-02-04,FAKE ID / ALTERED DRIVING LICENSE,DV 3RD,20,24,CHARLESTON,CHARLESTON,2317,201,1270
B,M,2022-12-30,2024-11-24,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,33,35,CHARLESTON,CHARLESTON,1823,440,695
B,M,2020-07-09,2022-08-07,PWID/MANUF MARIJUANA,SIMPLE POSS MARIJUANA 1ST,21,23,CHARLESTON,CHARLESTON,39,2348,759
B,F,2019-08-20,2019-08-30,OPEN CONTAINER ALCOHOL,TRESPASSING,57,57,CHARLESTON COUNTY,CHARLESTON,1120,700,10
W,M,2019-08-22,2020-09-08,MINOR IN POSSESSION OF BEER/WINE,PUBLIC DISORDERLY CONDUCT,20,21,CHARLESTON,CHARLESTON,2357,113,383
W,M,2024-11-10,2024-12-21,POSS COCAINE,DUI 1ST,26,26,CHARLESTON,CHARLESTON,2241,204,41
W,M,2019-09-13,2019-12-09,TRAFFICKING METHAMPHETAMINE 28-100G,"TRAFFICKING METHAMPHETAMINE 10-28G, F",62,62,CHARLESTON,CHARLESTON,1427,1249,87
B,F,2019-08-30,2022-12-18,DISORDERLY CONDUCT,SHOPLIFTING,14,18,JOHNS ISLAND,CHARLESTON,1622,1708,1206
B,F,2019-08-30,2021-10-15,DISORDERLY CONDUCT,SIMPLE ASSAULT,15,17,JOHNS ISLAND,JOHNS ISLAND,1612,800,777
W,M,2019-10-27,2019-12-12,OUT OF AGENCY WARRANT,PROPERTY CRIME ENHANCEMENT,41,41,CHARLESTON,CHARLESTON,2025,1819,46
B,M,2019-09-04,2022-06-10,POSS MDMA / ECSTASY,TRAFFICKING COCAINE 28-100G,29,32,CHARLESTON,CHARLESTON,2008,2022,1010
B,F,2019-10-17,2024-05-22,SHOPLIFTING,ASSAULT & BATTERY 3RD DEGREE,14,18,CHARLESTON,CHARLESTON,1800,1919,1679
W,M,2020-03-01,2021-05-19,ASSAULT & BATTERY 2ND DEGREE,PUBLIC DISORDERLY CONDUCT,29,31,CHARLESTON,CHARLESTON,2106,100,444
B,M,2019-10-16,2019-11-13,STUDENT THREATS,DAMAGE TO PERSONAL PROPERTY,16,16,CHARLESTON,CHARLESTON,1330,1404,28
B,M,2023-09-14,2024-02-24,ASSAULT ON POLICE,FAILURE TO STOP BLUE LIGHT/ SIREN,16,16,CHARLESTON,CHARLESTON,1543,1848,163
B,M,2022-09-26,2023-02-02,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,18,18,CHARLESTON,CHARLESTON,805,49,129
W,M,2020-02-28,2024-02-13,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,TRESPASSING,57,61,CHARLESTON,CHARLESTON,1507,1344,1446
W,F,2020-03-18,2020-08-05,SIMPLE ASSAULT,OUT OF AGENCY WARRANT,34,35,CHARLESTON,CHARLESTON,1454,501,140
W,M,2019-09-18,2019-10-22,SIMPLE ASSAULT,ASSAULT & BATTERY 2ND DEGREE,38,38,CHARLESTON,CHARLESTON,143,918,34
W,M,2019-09-26,2023-01-18,HARASSMENT 1ST DEGREE,DUI 1ST,34,37,CHARLESTON,CHARLESTON,111,243,1210
B,M,2019-09-20,2023-11-20,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,17,21,CHARLESTON,CHARLESTON,1015,930,1522
B,M,2019-06-28,2019-07-20,OUT OF AGENCY WARRANT,DISORDERLY CONDUCT,51,51,CHARLESTON,CHARLESTON,1110,115,22
W,M,2022-03-06,2022-10-06,DISTRIBUTION / PURCHASING CONTROLLED SUBSTANCE,ASSAULT & BATTERY 1ST DEGREE,19,19,CHARLESTON,CHARLESTON,1757,138,214
B,F,2023-11-21,2024-11-14,OPEN CONTAINER BEER/WINE IN VEH,POSS CONTROLLED SUBS SCHEDULE I-V,32,33,CHARLESTON,CHARLESTON,2157,2103,359
W,M,2019-09-24,2022-05-19,DISORDERLY CONDUCT,OUT OF AGENCY WARRANT,35,38,CHARLESTON,CHARLESTON,1915,2219,968
B,M,2024-03-27,2024-09-06,PWID/MANUF MARIJUANA,PWID/MANUF MARIJUANA,25,25,CHARLESTON,CHARLESTON,2219,2200,163
W,M,2019-10-08,2020-09-23,DV 2ND,DV 2ND,30,31,CHARLESTON,CHARLESTON,1136,2012,351
W,M,2022-09-24,2023-01-31,DISORDERLY CONDUCT,SIMPLE POSS MARIJUANA 1ST,36,36,CHARLESTON,CHARLESTON,155,225,129
B,M,2022-08-09,2022-10-17,POSS COCAINE BASE,DUS 3RD +,49,50,CHARLESTON,CHARLESTON,132,2258,69
B,M,2019-10-07,2022-03-19,TRESPASSING,DISTRIBUTION OF COCAINE BASE,48,51,CHARLESTON,CHARLESTON,2329,845,894
W,F,2023-10-20,2024-03-07,LEAVING SCENE OF ACCIDENT (ATTENDED VEHICLE),SIMPLE POSS MARIJUANA 1ST,18,19,CHARLESTON,CHARLESTON,1638,2222,139
W,M,2019-10-14,2019-12-02,STALKING,POSS CONTROLLED SUBSTANCE,55,55,CHARLESTON,CHARLESTON,931,1259,49
W,M,2020-09-29,2021-07-07,OBTAINING GOODS BY FALSE PRETENSES,DV 3RD,38,38,CHARLESTON,CHARLESTON,139,206,281
W,M,2020-09-05,2023-08-19,OUT OF AGENCY WARRANT,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,45,48,CHARLESTON,CHARLESTON,2038,1219,1078
W,M,2019-10-11,2019-10-30,TRESPASSING,TRESPASSING,52,52,CHARLESTON,CHARLESTON,1906,922,19
W,M,2019-11-23,2019-12-06,DISORDERLY CONDUCT,ASSAULT & BATTERY 3RD DEGREE,39,39,CHARLESTON,CHARLESTON,1240,1346,13
B,F,2020-01-28,2020-03-02,ASSAULT & BATTERY 3RD DEGREE,ASSAULT & BATTERY 3RD DEGREE,12,13,CHARLESTON,CHARLESTON,1050,1154,34
B,F,2019-10-11,2020-09-18,SHOPLIFTING,DUI 1ST,29,30,CHARLESTON,CHARLESTON,1530,2157,343
W,M,2019-10-12,2024-12-05,DUI 1ST,OPEN CONTAINER BEER/WINE IN VEH,19,24,CHARLESTON,JOHNS ISLAND,329,2353,1881
W,M,2019-10-18,2020-08-12,LOUD NOISE,POSS COCAINE,26,27,CHARLESTON,CHARLESTON,2243,943,299
B,M,2019-10-19,2019-10-27,ASSAULT & BATTERY 3RD DEGREE,OPEN CONTAINER ALCOHOL,54,54,CHARLESTON COUNTY,CHARLESTON,1844,313,8
B,M,2019-10-21,2019-12-17,SIMPLE POSS MARIJUANA 1ST,PUBLIC DISORDERLY CONDUCT,17,17,CHARLESTON,CHARLESTON,800,1120,57
B,M,2019-10-21,2022-06-02,PUBLIC URINATION / DEFECATION,OPEN CONTAINER ALCOHOL,57,60,CHARLESTON,CHARLESTON,1207,650,955
W,M,2019-11-13,2019-11-15,TRESPASSING,PUBLIC INTOXICATION,52,52,CHARLESTON,CHARLESTON,922,2237,2
B,F,2020-04-27,2022-04-05,SIMPLE POSS MARIJUANA 1ST,DAMAGE TO PERSONAL PROPERTY,19,21,CHARLESTON,CHARLESTON,2105,1846,708
B,M,2020-05-13,2020-09-20,CSC 1ST DEGREE,SIMPLE POSS MARIJUANA 1ST,21,21,CHARLESTON,CHARLESTON,2124,203,130
W,M,2019-12-10,2022-08-31,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,TRESPASSING AFTER WARNING,57,60,CHARLESTON,CHARLESTON,1005,906,995
W,M,2020-02-24,2020-10-05,OUT OF AGENCY WARRANT,DAMAGE TO REAL PROPERTY,20,20,CHARLESTON,CHARLESTON,507,1755,224
B,F,2020-04-20,2020-12-02,DV 3RD,DV 3RD,20,21,CHARLESTON,CHARLESTON,1039,1729,226
B,M,2019-11-27,2020-04-17,OUT OF AGENCY WARRANT,"BURGLARY 2ND  DEGREE  (VIOLENT), F",36,36,CHARLESTON,CHARLESTON COUNTY,1940,1250,142
W,F,2020-08-27,2023-09-03,DV 3RD,DUI 1ST,32,35,CHARLESTON,CHARLESTON,132,1733,1102
B,M,2019-10-28,2019-10-29,"POINTING FIREARM AT A PERSON, F",UNLAWFUL CARRY OF FIREARM IN PUBLIC,38,38,CHARLESTON,N CHARLESTON,1910,1630,1
B,M,2019-10-30,2020-07-21,UNLAWFUL CARRYING OF HANDGUN,BREAKING INTO MOTOR VEHICLE,17,18, ,CHARLESTON,1400,2330,265
B,M,2019-11-01,2023-04-29,SIMPLE ASSAULT,SIMPLE POSS MARIJUANA 1ST,25,28, ,CHARLESTON,40,329,1275
W,F,2019-11-26,2019-12-06,TRESPASSING,ASSAULT & BATTERY 2ND DEGREE,28,29,CHARLESTON,CHARLESTON,18,2034,10
W,M,2019-11-01,2020-03-20,PUBLIC INTOXICATION,OPEN CONTAINER ALCOHOL,60,60,CHARLESTON,CHARLESTON,1903,1437,140
W,M,2020-03-21,2020-09-12,OUT OF AGENCY WARRANT,DV 3RD,31,31,CHARLESTON,N CHARLESTON,630,931,175
B,M,2019-11-02,2021-09-22,DUI 1ST,DUS (FOR DUI) 1ST,28,30,CHARLESTON,CHARLESTON,2315,2310,690
B,F,2024-06-12,2024-07-08,TRESPASSING,TRESPASSING,24,24,CHARLESTON,CHARLESTON,2158,956,26
W,M,2019-11-09,2020-03-28,LOUD NOISE,LOUD NOISE,21,21,CHARLESTON,CHARLESTON,4,1922,140
W,F,2019-11-09,2023-05-26,DUI 1ST,DUI 1ST,31,34,CHARLESTON,CHARLESTON,306,132,1294
W,M,2019-11-11,2019-11-11,PUBLIC DISORDERLY CONDUCT,PUBLIC DISORDERLY CONDUCT,38,39,CHARLESTON,CHARLESTON,1741,1408,0
W,M,2019-11-13,2022-07-06,DUI 1ST,LEAVING SCENE OF ACCIDENT (PERSONAL INJURY/DEATH),26,29, ,CHARLESTON,2145,1220,966
B,F,2024-01-08,2024-01-08,SIMPLE ASSAULT,SIMPLE ASSAULT,13,13,CHARLESTON,CHARLESTON,1548,1548,0
W,M,2019-11-19,2021-09-08,MINOR IN POSSESSION OF BEER/WINE,LOUD NOISE,19,21, ,CHARLESTON,2145,219,659
W,M,2019-11-22,2021-05-01,FAKE ID / ALTERED DRIVING LICENSE,LOUD NOISE,20,22,CHARLESTON,CHARLESTON,2,1834,526
B,M,2020-02-26,2021-01-01,SHOPLIFTING,BURGLARY 1ST DEGREE,14,14,CHARLESTON,CHARLESTON,1308,2308,310
B,M,2020-01-19,2020-09-18,PWID/MANUF/DISTR/PURCH METHAMPHETAMINE,PETIT LARCENY,32,33,CHARLESTON,CHARLESTON,425,1726,243
B,M,2020-03-17,2024-07-02,RECEIVING STOLEN GOODS,PWID/MANUF MARIJUANA,17,21,CHARLESTON,CHARLESTON,137,2130,1568
B,F,2021-02-09,2021-04-16,DAMAGE TO REAL PROPERTY,PETIT LARCENY,20,20,CHARLESTON,GEORGETOWN,1643,1302,66
W,M,2021-04-21,2022-02-21,SHOPLIFTING,SHOPLIFTING,43,44,CHARLESTON,CHARLESTON,2101,2215,306
W,M,2019-11-28,2020-08-17,CSC 1ST DEGREE,SEXUAL EXPLOITATION OF A MINOR 3RD DEGREE,38,39,CHARLESTON,NORTH CHARLESTON2940,1638,1535,263
B,M,2019-11-30,2022-08-21,PWID/MANUF COCAINE,TRESPASSING,29,31,CHARLESTON,CHARLESTON,220,208,995
W,M,2019-11-30,2019-12-01,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,44,44,CHARLESTON,CHARLESTON,1212,1012,1
B,M,2019-12-13,2023-02-18,UNLAWFUL CARRY OF WEAPON ON SCHOOL PROPERTY,POSS HANDGUN UNDER 18 YOA,13,17,CHARLESTON,CHARLESTON,1223,2239,1163
B,M,2023-02-18,2023-07-07,PWID/MANUF MARIJUANA,OPEN CONTAINER ALCOHOL,18,18,CHARLESTON,CHARLESTON,2039,2213,139
B,M,2024-03-02,2024-10-19,SIMPLE POSS MARIJUANA 1ST,PWID/MANUF MARIJUANA,22,23,CHARLESTON,CHARLESTON,136,29,231
B,F,2019-12-04,2024-03-15,SIMPLE ASSAULT,SIMPLE ASSAULT,11,15,CHARLESTON,JOHNS ISLAND,1257,720,1563
B,M,2023-04-07,2024-04-24,POSS STOLEN VEHICLE,FINANCIAL TRANSACTION CARD THEFT,17,18,CHARLESTON,NORTH CHARLESTON,2300,1203,383
W,F,2019-12-09,2021-01-24,TRESPASSING,DUI 1ST,51,53,CHARLESTON,CHARLESTON,23,2330,412
B,M,2019-12-09,2022-04-16,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,16,18,CHARLESTON,CHARLESTON,920,2145,859
B,F,2020-02-05,2020-02-20,DISORDERLY CONDUCT,ASSAULT & BATTERY 3RD DEGREE,35,36,CHARLESTON,CHARLESTON,142,830,15
W,M,2019-12-12,2020-10-30,SHOPLIFTING,STRONG ARM ROBBERY,31,32,CHARLESTON,NORTH CHARLESTON,2249,2259,323
B,M,2019-12-14,2021-04-16,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,19,20,CHARLESTON,CHARLESTON,612,2317,489
B,M,2020-01-11,2021-11-17,TRESPASSING AFTER WARNING,TRESPASSING AFTER WARNING,25,26,CHARLESTON,CHARLESTON,1332,103,676
B,M,2019-12-15,2020-12-10,SIMPLE ASSAULT,DV 2ND,28,29,CHARLESTON,CHARLESTON,358,1708,361
B,M,2019-12-15,2024-04-15,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,18,22,CHARLESTON,CHARLESTON,525,18,1583
W,M,2020-01-09,2020-02-17,PUBLIC DISORDERLY CONDUCT,OPEN CONTAINER ALCOHOL,55,55,CHARLESTON,CHARLESTON,1805,1340,39
B,F,2023-08-20,2023-10-06,DAMAGING/REMOVING PRIVATE PROPERTY,SHOPLIFTING,19,19,CHARLESTON,CHARLESTON,316,2013,47
B,M,2019-12-27,2022-08-18,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,18,21,CHARLESTON,CHARLESTON,315,29,965
W,M,2020-01-29,2020-02-08,TRESPASSING,OPEN CONTAINER ALCOHOL,39,39,CHARLESTON,CHARLESTON,1450,5,10
W,M,2022-04-08,2023-01-19,MALICIOUS INJURY TO ANIMALS; PERSONAL PROPERTY; INJURY VALUE,DUI 1ST,41,41,CHARLESTON COUNTY,CHARLESTON,1,53,286
B,M,2019-12-30,2020-01-13,SHOPLIFTING,DISORDERLY CONDUCT,20,20,CHARLESTON,CHARLESTON,1229,2003,14
W,M,2020-11-19,2021-10-15,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,43,44,CHARLESTON,CHARLESTON,1438,2248,330
B,M,2019-12-31,2020-04-28,UNLAWFUL CARRYING OF HANDGUN,ATTEMPTED MURDER,19,19, ,CHARLESTON,1907,1422,119
W,M,2020-03-22,2020-08-11,LITTERING,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,30,30,CHARLESTON,CHARLESTON,2241,2048,142
W,M,2022-08-26,2023-12-30,PUBLIC URINATION / DEFECATION,"TRESPASSING AFTER WARNING, M",59,60,CHARLESTON,CHARLESTON,1219,1905,491
W,M,2020-01-06,2021-04-28,POSS STOLEN VEHICLE,OUT OF AGENCY WARRANT,21,23,CHARLESTON,CHARLESTON,1742,1953,478
W,M,2021-05-12,2021-08-24,OUT OF AGENCY WARRANT,PROPERTY CRIME ENHANCEMENT,31,31,CHARLESTON,CHARLESTON,34,1326,104
B,M,2021-09-20,2023-05-18,FAILURE TO STOP BLUE LIGHT/ SIREN,ABHAN,44,46,CHARLESTON,CHARLESTON,947,2044,605
W,M,2020-01-08,2020-04-02,OPEN CONTAINER BEER/WINE IN VEH,SIMPLE POSS MARIJUANA 1ST,20,20,CHARLESTON,CHARLESTON,2026,2332,85
W,M,2020-03-03,2020-11-29,PROPERTY CRIME ENHANCEMENT,DISTRIBUTION OF FENTANYL,54,55,CHARLESTON,MOUNT PLEASANT,958,40,271
W,F,2021-05-01,2021-11-18,FINANCIAL TRANSACTION CARD FRAUD,POSS METHAMPHETAMINE,35,35,CHARLESTON,CHARLESTON,1911,2322,201
B,M,2020-01-10,2023-11-16,POSS STOLEN HANDGUN,ASSAULT & BATTERY 3RD DEGREE,23,27,CHARLESTON,CHARLESTON,520,1958,1406
W,M,2022-09-25,2022-10-24,DEFRAUDING PUBLIC ACCOMMODATIONS,SHOPLIFTING,44,44,CHARLESTON,CHARLESTON,1504,1438,29
W,M,2020-01-13,2020-03-08,DV 2ND,DV 2ND,31,31,CHARLESTON,CHARLESTON,144,1258,55
W,F,2020-02-04,2020-02-19,SHOPLIFTING,STRONG ARM ROBBERY,41,41,CHARLESTON,CHARLESTON COUNTY,1939,1538,15
B,M,2020-01-15,2021-10-14,UNLAWFUL CARRY OF WEAPON ON SCHOOL PROPERTY,SIMPLE ASSAULT,13,15,CHARLESTON,JOHNS ISLAND,1505,1330,638
B,M,2020-01-15,2022-12-25,SIMPLE POSS MARIJUANA 1ST,DUI 1ST,46,49,CHARLESTON,CHARLESTON,1830,100,1075
